sample_id,image_id,image_file,image_path,reference_cultural_terms,reference_facets,references,vig_prediction,cultural_entity_missed,template_bias,object_hallucination,notes,draft_recovered_terms,draft_missing_terms,draft_possible_hallucinated_terms
45,1167,00000001167.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001167.jpg,khu_di_tích,kiến_trúc-cảnh_quan,có nhiều người đang di_chuyển ở trên mặt đường ||| có một chiếc xe_đạp đang được dựng ở trước cổng khu di_tích ||| có một chiếc xe_đạp xuất_hiện ở khu_vực cổng của khu di_tích ||| một người mặc áo nâu đang đứng ở cổng của khu di_tích ||| có nhiều người đang di_chuyển ở phía trước khu di_tích,có nhiều người đang xuất_hiện ở bên trong khu chợ,Y,Y,REVIEW,miss=khu_di_tích; generic_cues=2; possible_hallucination=khu chợ; AI draft; cần duyệt bằng ảnh,,khu_di_tích,khu chợ
46,5033,00000005033.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000005033.jpg,xích_lô,phương_tiện,một người đàn_ông đang đạp một chiếc xích_lô ||| một người đàn_ông đang điều_khiển xích_lô trên đường ||| ở trên đường có một người đội mũ cối đang đạp xích_lô ||| người đàn_ông_đội mũ cối đang đạp xích_lô ||| có những cửa_hàng xuất_hiện ở phía bên kia đường,có một chiếc xe_máy đang di_chuyển ở trên đường,Y,N,REVIEW,miss=xích_lô; possible_hallucination=xe_máy; AI draft; cần duyệt bằng ảnh,,xích_lô,xe_máy
47,6269,00000006269.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000006269.jpg,hàng_rong,sinh_hoạt,có một_vài người đang đứng ở bên lề_đường ||| có một sạp hàng rong xuất_hiện bên lề_đường ||| ngôi nhà có bảng_hiệu màu đen thì đang đóng_cửa ||| có nhiều người đang xuất_hiện ở bên lề_đường ||| ở bên lề_đường có sự xuất_hiện của nhiều người,có một_vài người đang xuất_hiện ở trên vỉa_hè,Y,Y,REVIEW,miss=hàng_rong; generic_cues=1; possible_hallucination=vỉa_hè; AI draft; cần duyệt bằng ảnh,,hàng_rong,vỉa_hè
48,403,00000000403.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000000403.jpg,nón_lá,trang_phục,có một cô gái đội nón lá đang đứng trên cây cầu ||| có một cô gái mặc váy cam đang đội nón lá trên đầu ||| ở trên đầu của cô gái mặc váy cam là chiếc nón lá ||| có một cây cầu bắc ngang qua sông xuất_hiện ở phía xa_xa khung hình ||| có một cây cầu cũ bắc ngang qua con sông,có một cô gái đội nón lá đang đứng ở trên sông,N,N,N,recover=nón_lá; generic_cues=2; AI draft; cần duyệt bằng ảnh,nón_lá,,
49,1106,00000001106.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001106.jpg,đèn_lồng,trang_trí,một cô gái đang tạo_dáng chụp ảnh cùng những chiếc đèn_lồng ||| có những chiếc đèn_lồng ở xung_quanh cô gái áo trắng ||| có những chiếc đèn_lồng xuất_hiện xung_quanh cô gái ||| ở xung_quanh cô gái có những chiếc đèn_lồng ||| một cô gái đang đứng ở bên những chiếc đèn_lồng,cô gái đang cầm trên tay những chiếc đèn_lồng,N,N,N,recover=đèn_lồng; AI draft; cần duyệt bằng ảnh,đèn_lồng,,
50,1996,00000001996.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001996.jpg,xuồng; chợ,phương_tiện; sinh_hoạt,có những chiếc xuồng chở hoa_quả ở trên chợ_nổi ||| đây là khung_cảnh xuất_hiện ở một khu chợ_nổi ||| ở trên chợ_nổi có một_vài con thuyền chở hoa_quả ||| có những con thuyền chở hàng_hoá đang tham_gia vào chợ_nổi ||| ở trên mặt_nước có những con thuyền chở theo hàng_hoá,có một_vài người đang ngồi trên những chiếc thuyền,Y,Y,N,"miss=xuồng,chợ; generic_cues=1; AI draft; cần duyệt bằng ảnh",,xuồng; chợ,
51,3029,00000003029.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000003029.jpg,áo_dài,trang_phục,một nam thanh_niên mặc áo_dài trắng đang đi bộ trên đường ||| ở trên đường có một nam thanh_niên đang đi bộ ||| một nam thanh_niên đang đi bộ ở trên đường ||| một người đàn_ông đang ngồi trên xe_máy ở bên đường ||| ở bên đường có một người đàn_ông đang ngồi trên xe_máy,có một người đang đạp xe ở trên đường,Y,Y,N,miss=áo_dài; generic_cues=1; AI draft; cần duyệt bằng ảnh,,áo_dài,
52,3602,00000003602.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000003602.jpg,cờ,biểu_tượng,có một đồng_chí đang cầm cờ ở trên bục ||| ở trên bục có ba chiến_sĩ mặc quân_phục ||| có một người đang cầm một tờ giấy màu đỏ ||| nhóm chiến_sĩ đứng trên bục đang thực_hiện động_tác chào cờ ||| trên bục có một nhóm chiến_sĩ công_an đang chào cờ,có một nhóm người đang đứng ở trên sân_khấu,Y,Y,N,miss=cờ; generic_cues=1; AI draft; cần duyệt bằng ảnh,,cờ,
53,1219,00000001219.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001219.jpg,khu_di_tích,kiến_trúc-cảnh_quan,có một đám học_sinh đang chụp ảnh trước cổng khu di_tích ||| có một đám đông đang đứng trên những bậc thang ||| ở trên lối đi lên khu di_tích có một đám học_sinh đang chụp ảnh ||| một đám học_sinh đang chụp ảnh ở lối đi lên khu di_tích ||| ở trước cổng vào khu di_tích có một đám học_sinh đang chụp ảnh,có một đám đông đang chụp ảnh tập_thể trước một khu di_tích,N,N,N,recover=khu_di_tích; AI draft; cần duyệt bằng ảnh,khu_di_tích,,
54,9652,00000009652.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000009652.jpg,xích_lô,phương_tiện,một người đàn_ông mặc áo hồng đang ngồi trên chiếc xích_lô ||| một người đàn_ông mặc áo hồng đang ngồi vắt chéo chân ||| có một chiếc xích_lô chở theo một người đàn_ông mặc áo hồng ||| có một người phụ_nữ xách theo những túi_bóng đang đi bên chiếc xích_lô ||| ở một bên chiếc xích_lô có một người phụ_nữ cầm theo những cái túi,có một người phụ_nữ đang dắt xe_đạp ở trên đường,Y,Y,REVIEW,"miss=xích_lô; generic_cues=2; possible_hallucination=xe_đạp,đường; AI draft; cần duyệt bằng ảnh",,xích_lô,xe_đạp; đường
55,578,00000000578.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000000578.jpg,chợ,sinh_hoạt,có một_vài người đang đứng ở một quầy hàng quần_áo ||| có một_vài người đang lựa áo ở cửa_hàng quần_áo ||| có nhiều mặt_hàng quần_áo được bày_bán trong khu chợ ||| trong khu chợ có nhiều quầy hàng bán quần_áo ||| có một_vài người đang đứng ở quầy hàng bán quần_áo,có nhiều mặt_hàng quần_áo được bày_bán trong cửa_hàng,Y,N,N,miss=chợ; AI draft; cần duyệt bằng ảnh,,chợ,
56,893,00000000893.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000000893.jpg,nón_lá,trang_phục,một người phụ_nữ đang nhìn về quầy hàng hoa_quả ||| có một_vài bắp_ngô xuất_hiện trước mặt người phụ_nữ đội nón rộng vành ||| một bà_cụ mặc áo đen đang nhìn về những bắp_ngô trên kệ ||| có một_vài bắp_ngô ở trên kệ hàng trước mặt bà_cụ ||| bà_cụ đang đứng trước một kệ hàng bày_bán rau củ quả,có một người phụ_nữ đang đứng bên một quầy hàng,Y,Y,N,miss=nón_lá; generic_cues=3; AI draft; cần duyệt bằng ảnh,,nón_lá,
57,1898,00000001898.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001898.jpg,đèn_lồng; chợ,trang_trí; sinh_hoạt,có nhiều người xuất_hiện ở bên trong khu chợ ||| ở bên trong khu chợ có sự xuất_hiện của nhiều người ||| đây là khung_cảnh bên trong một khu chợ vào buổi tối ||| có những chiếc đèn_lồng được treo ở không gian phía trên khu chợ ||| có nhiều quầy hàng bán quần_áo ở trong khu chợ,có nhiều người đang xuất_hiện ở trong khu chợ,Y,Y,N,recover=chợ; miss=đèn_lồng; generic_cues=3; AI draft; cần duyệt bằng ảnh,chợ,đèn_lồng,
58,2547,00000002547.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000002547.jpg,xuồng; nón_lá,phương_tiện; trang_phục,một cô gái đội nón lá đang ngồi trên chiếc xuồng ||| ở trên chiếc xuồng có một cô gái đội nón lá ||| một cô gái mặc váy trắng đang đội chiếc nón lá trên đầu ||| một cô gái đội nón lá đang ngồi thuyền để di_chuyển trên sông ||| có một con thuyền chở theo cô gái mặc váy trắng,có một chiếc thuyền đang di_chuyển ở trên sông,Y,N,N,"miss=xuồng,nón_lá; AI draft; cần duyệt bằng ảnh",,xuồng; nón_lá,
59,3755,00000003755.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000003755.jpg,áo_dài; nón_lá,trang_phục,một cô gái đang đặt tay lên chiếc nón lá ||| có một cô gái đội nón lá đang tạo_dáng chụp ảnh ||| ở phía sau của cô gái là một cây cầu có mái che ||| có một cây cầu có mái che ở phía sau của cô gái ||| có một cô gái mặc áo_dài và đội nón lá đang chụp ảnh,ở phía sau lưng của cô gái có sự xuất_hiện của một cô gái,Y,Y,N,"miss=áo_dài,nón_lá; generic_cues=2; AI draft; cần duyệt bằng ảnh",,áo_dài; nón_lá,
60,4792,00000004792.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000004792.jpg,cờ,biểu_tượng,có hai cô gái đang đứng ở trước một cửa_hàng ||| có những chùm bóng bay ở phía sau lưng hai cô gái ||| ở phía sau lưng hai cô gái là một chùm bóng bay ||| có những lá cờ xuất_hiện ở phía sau của hai cô gái ||| có hai cô gái xuất_hiện ở trước một quầy hàng,có hai cô gái đang đứng ở trước một quầy hàng,Y,Y,N,miss=cờ; generic_cues=1; AI draft; cần duyệt bằng ảnh,,cờ,
61,1682,00000001682.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001682.jpg,khu_di_tích,kiến_trúc-cảnh_quan,một nhóm người đang tham_quan ở một khu di_tích ||| có một nhóm người đang đứng ở khu_vực lối đi xuống một cái hầm ||| có một lối đi xuống hầm ở trước mặt nhóm khách tham_quan ||| ở trước mặt nhóm khách tham_quan có một lối đi xuống hầm ||| có một lối đi xuống hầm ở trước mặt nhóm người tham_quan,có nhiều người đang xuất_hiện ở trong khu di_tích,N,N,N,recover=khu_di_tích; generic_cues=3; AI draft; cần duyệt bằng ảnh,khu_di_tích,,
62,10651,00000010651.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000010651.jpg,xích_lô,phương_tiện,có một người đàn_ông đang đạp xích_lô ở bên đường ||| ở bên đường có một người đàn_ông đang đạp xích_lô ||| có một người đàn_ông đang điều_khiển chiếc xích_lô ||| ở bên đường có sự xuất_hiện của một chiếc xích_lô ||| có nhiều cây_xanh xuất_hiện ở trên vỉa_hè,có một người đang đạp xe ở trên đường,Y,Y,N,miss=xích_lô; generic_cues=1; AI draft; cần duyệt bằng ảnh,,xích_lô,
63,920,00000000920.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000000920.jpg,chợ,sinh_hoạt,có một nhóm người đang mua_bán rau củ ở trong chợ ||| có một nhóm người đang tụ_tập quanh một sap hàng rau củ quả ||| có một bà_cụ mặc áo sọc đang ngồi bên trong sạp hàng ||| đây là khung_cảnh xuất_hiện ở một sạp hàng rau củ trong chợ ||| có một nhóm người đang mua rau củ quả ở sạp hàng của bà_cụ áo sọc đỏ,có nhiều người đang xuất_hiện ở trong khu chợ,N,N,REVIEW,recover=chợ; generic_cues=3; possible_hallucination=khu chợ; AI draft; cần duyệt bằng ảnh,chợ,,khu chợ
64,1096,00000001096.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001096.jpg,nón_lá,trang_phục,đây là khung_cảnh xuất_hiện ở một con đường ||| có một chiếc xe chở hàng ở lề_đường phía bên trái ||| ở vỉa_hè phía bên phải có sự xuất_hiện của một đống gạch ||| có một đống gạch ở vỉa_hè phía bên phải ||| một người đội nón lá đang đứng ở vỉa_hè phía bên phải,ở trên đường có sự xuất_hiện của một người phụ_nữ đội nón lá,N,N,N,recover=nón_lá; generic_cues=2; AI draft; cần duyệt bằng ảnh,nón_lá,,
65,2851,00000002851.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000002851.jpg,đèn_lồng,trang_trí,có những chiếc đèn_lồng được treo ở trước ngôi nhà ||| ở trước ngôi nhà có những chiếc đèn_lồng màu đỏ ||| có những bộ bàn_ghế được đặt ở trước ngôi nhà ||| có những bộ bàn_ghế được đặt ở trên vỉa_hè trước quán nước ||| có những chậu cây được đặt ở phía trước cửa nhà,có nhiều bộ bàn_ghế được đặt ở trên trần nhà,Y,N,N,miss=đèn_lồng; AI draft; cần duyệt bằng ảnh,,đèn_lồng,
66,2613,00000002613.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000002613.jpg,xuồng,phương_tiện,có một người phụ_nữ mặc áo hồng đang cầm một chậu cây ||| có một chậu cây ở trên tay của cô gái ||| ở trên tay của cô gái áo hồng có một chậu cây ||| có một cô gái mặc áo hồng đang ngồi xuồng để đi trên sông ||| một cô gái đang ngồi trên xuồng để di_chuyển trên sông,có một cô gái đang ngồi trên một chiếc thuyền,Y,Y,REVIEW,miss=xuồng; generic_cues=2; possible_hallucination=thuyền; AI draft; cần duyệt bằng ảnh,,xuồng,thuyền
67,4593,00000004593.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000004593.jpg,đèn_lồng; áo_dài,trang_trí; trang_phục,có những chiếc đèn_lồng được trang_trí ở không gian phía trên của con đường ||| có những chiếc đèn_lồng được treo ở phía trên của con đường ||| ở phía trên của con đường có sự xuất_hiện của những chiếc đèn_lồng ||| có hai cô gái mặc áo_dài trắng đang dắt nhau đi trên đường ||| đây là khung_cảnh xuất_hiện ở một khu_phố,có những chiếc đèn_lồng được treo ở trên đường,Y,N,N,recover=đèn_lồng; miss=áo_dài; AI draft; cần duyệt bằng ảnh,đèn_lồng,áo_dài,
68,1434,00000001434.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001434.jpg,ghe,phương_tiện,có một nhóm người đang di_chuyển bằng thuyền trong khu rừng ||| có một nhóm người đang tham_quan khu rừng bằng thuyền ||| có một con thuyền chở người đang di_chuyển trên sông ||| ở trên mặt_nước có một chiếc ghe đang chở theo một nhóm người ||| có một nhóm người đang ngồi trên ghe để di_chuyển trên sông,có một nhóm người đang di_chuyển trên sông,Y,N,N,miss=ghe; AI draft; cần duyệt bằng ảnh,,ghe,
69,5072,00000005072.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000005072.jpg,cờ,biểu_tượng,có một nhóm người đang đi bộ thành một hàng ngang ||| có những lá cờ được treo ở những ngôi nhà bên đường ||| ở trước những ngôi nhà hai bên đường có những lá cờ đỏ sao_vàng ||| một nhóm bạn trẻ đang đi bộ ở trên con phố ||| ở trên con phố có nhiều người đang đi bộ,có nhiều người đang di_chuyển ở trên đường,Y,Y,N,miss=cờ; generic_cues=1; AI draft; cần duyệt bằng ảnh,,cờ,
70,926,00000000926.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000000926.jpg,chợ,sinh_hoạt,có nhiều người đang di_chuyển bên trong khu chợ ||| có nhiều người đang xuất_hiện bên trong khu chợ ||| ở trong khu chợ có nhiều người đang di_chuyển ||| có nhiều người đang di_chuyển ở lối đi trong chợ ||| có nhiều mặt_hàng đồ trang_trí được bày_bán ở hai bên lối đi,có nhiều người đang xuất_hiện ở bên trong khu chợ,N,N,N,recover=chợ; generic_cues=2; AI draft; cần duyệt bằng ảnh,chợ,,
71,1185,00000001185.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001185.jpg,nón_lá,trang_phục,một cô gái mặc áo bà_ba đang cầm trên tay một chiếc nón lá ||| có một chiếc nón lá ở trên tay cô gái ||| ở trên tay của cô gái có sự xuất_hiện của một chiếc nón lá ||| trên tay cô gái mặc áo bà_ba là một chiếc nón lá ||| có một chiếc nón lá trên tay cô gái mặc áo bà_ba,cô gái đang cầm trên tay một chiếc nón lá,N,N,N,recover=nón_lá; AI draft; cần duyệt bằng ảnh,nón_lá,,
72,2980,00000002980.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000002980.jpg,đèn_lồng,trang_trí,có một chiếc xe_đạp ở trước sân của cửa_hàng ||| có một_vài người đang ngồi bên trong cửa_hàng ||| ở bên trong cửa_hàng có một_vài người đang ngồi ||| có những chiếc đèn_lồng được treo ở bên ngoài của cửa_hàng ||| ở không gian phía trước của cửa_hàng có những chiếc đèn_lồng,ở phía trước quán ăn có sự xuất_hiện của những chiếc đèn_lồng,N,N,N,recover=đèn_lồng; generic_cues=2; AI draft; cần duyệt bằng ảnh,đèn_lồng,,
73,2808,00000002808.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000002808.jpg,xuồng,phương_tiện,một cô gái đeo khăn trên trán đang mỉm cười ||| có một cô gái ngồi trên chiếc xuồng đang mỉm cười ||| một cô gái mặc áo trắng đang mỉm cười trên chiếc thuyền ||| có một cô gái đang di_chuyển bằng thuyền ở trên sông ||| ở trên trán của cô gái ngồi trên thuyền có một tấm khăn,có một cô gái đang ngồi ở trên một con thuyền,Y,Y,N,miss=xuồng; generic_cues=2; AI draft; cần duyệt bằng ảnh,,xuồng,
74,4657,00000004657.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000004657.jpg,áo_dài; ghe,trang_phục; phương_tiện,một cô gái mặc áo_dài hồng đang thuyết bình bên tấm bản_đồ ||| có một tấm bản_đồ ở bên cạnh cô gái cầm micro ||| có một nhóm người đang chăm_chú lắng_nghe cô gái mặc áo_dài hồng ||| có một nhóm người đang đứng trước cô gái mặc áo_dài màu hồng ||| cô gái mặc áo_dài màu hồng đang thuyết_trình trước đám đông,có một nhóm người đang đứng ở trong căn phòng trưng_bày,Y,Y,N,"miss=áo_dài,ghe; generic_cues=1; AI draft; cần duyệt bằng ảnh",,áo_dài; ghe,
75,2996,00000002996.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000002996.jpg,ghe,phương_tiện,có một nhóm bạn trẻ đang lắng_nghe cô gái áo đen thuyết_trình ||| một nhóm bạn trẻ đang chú_ý về phía cô gái mặc áo đen ||| cô gái mặc áo đen đang thuyết_trình trước nhóm bạn trẻ ||| cô gái mặc áo đen đang thuyết_trình trước nhóm người tham_quan ||| có một nhóm người đang đứng ở bên trong bảo_tàng,có một nhóm người đang đứng trước một bảo_tàng,Y,Y,N,miss=ghe; generic_cues=1; AI draft; cần duyệt bằng ảnh,,ghe,
76,10518,00000010518.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000010518.jpg,cờ,biểu_tượng,có nhiều người đang đứng ở quầy thanh_toán của siêu_thị ||| có những lá cờ màu đỏ được treo ở không gian phía trên siêu_thị ||| có một giỏ hàng màu đỏ ở trước mặt cô gái mặc áo trắng ||| có một nhóm người đang đứng quanh quầy thu_ngân của siêu_thị ||| có một nam thanh_niên đang khoanh_tay ở một bên quầy thu_ngân,có một_vài người đang đứng ở quầy tính tiền,Y,Y,N,miss=cờ; generic_cues=1; AI draft; cần duyệt bằng ảnh,,cờ,
77,1191,00000001191.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001191.jpg,chợ,sinh_hoạt,có nhiều mặt_hàng rau củ được bày_bán ở bên đường ||| đây là khung_cảnh chụp những sạp hàng rau củ ở trong chợ ||| có nhiều người đang di_chuyển bên trong chợ ||| ở bên trong chợ có nhiều người đang di_chuyển ||| có nhiều loại rau củ được bày_bán ở các sạp hàng bên đường,có nhiều mặt_hàng rau củ quả được bày_bán ở trên đường,Y,N,N,miss=chợ; AI draft; cần duyệt bằng ảnh,,chợ,
78,1302,00000001302.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001302.jpg,nón_lá,trang_phục,một cô gái đang đứng ở bên lan_can một cây cầu ||| cô gái đội nón lá đang nhìn xuống dưới lòng của con sông ||| ở bên cạnh lan_can cầu có một cô gái và một chiếc xe_đạp ||| có một chiếc xe_đạp được dựng ở bên lan_can cầu ||| ở bên cạnh lan_can cầu có một cô gái đội nón lá,có một cô gái đang đứng ở bên một con sông,Y,Y,N,miss=nón_lá; generic_cues=2; AI draft; cần duyệt bằng ảnh,,nón_lá,
79,2921,00000002921.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000002921.jpg,xuồng,phương_tiện,có những chiếc xuồng chở cây_cảnh ở trên sông ||| có những chiếc thuyền chở cây_cảnh ở trên sông ||| ở trên sông có những chiếc thuyền chở theo cây_cảnh ||| có những chiếc thuyền chở theo những cây hoa ở trên sông ||| ở trên mặt_nước có những con thuyền đang chở hoa và cây_cảnh,ở trên mặt_nước có sự xuất_hiện của những chiếc thuyền,Y,Y,N,miss=xuồng; generic_cues=2; AI draft; cần duyệt bằng ảnh,,xuồng,
80,5137,00000005137.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000005137.jpg,áo_dài,trang_phục,cô gái mặc áo_dài màu xanh đang cầm trên tay một cành hoa ||| có những cành hoa ở trên tay cô gái mặc áo_dài xanh ||| có một cô gái mặc áo_dài đang tạo_dáng ở trên đường ||| ở giữa lòng_đường có một cô gái mặc áo_dài màu xanh ||| một cô gái mặc áo_dài màu xanh đang đứng ở trên đường,có một cô gái mặc áo_dài đang đứng ở trên đường,N,N,N,recover=áo_dài; generic_cues=2; AI draft; cần duyệt bằng ảnh,áo_dài,,
81,11627,00000011627.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000011627.jpg,cờ,biểu_tượng,có những cột cờ ở hai bên của bức tượng ||| ở hai bên của bức tượng có những cột cờ ||| có một bức tượng xuất_hiện ở đài tưởng_niệm ||| đây là bức ảnh chụp khung_cảnh phía trước một bức tượng ||| có những chậu cây được đặt ở xung_quanh phía dưới của bức tượng,ở phía sau lưng của bức tượng có sự xuất_hiện của một bức tượng,Y,Y,N,miss=cờ; generic_cues=2; AI draft; cần duyệt bằng ảnh,,cờ,
82,1373,00000001373.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001373.jpg,chợ,sinh_hoạt,có nhiều người đang di_chuyển bên trong một khu chợ ||| có nhiều người xuất_hiện ở bên trong khu chợ ||| ở bên trong khu chợ có nhiều người đang di_chuyển ||| có một cái túi màu xanh lá cây trên tay một người phụ_nữ đội mũ_bảo_hiểm đỏ ||| có những sạp hàng bán quần_áo ở một bên đường,có nhiều người đang di_chuyển ở bên trong khu chợ,N,N,N,recover=chợ; generic_cues=1; AI draft; cần duyệt bằng ảnh,chợ,,
83,1674,00000001674.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001674.jpg,nón_lá,trang_phục,có những bó hoa được bày ra ở bên đường ||| có một người phụ_nữ đội nón lá đang đạp xe trên đường ||| có một_vài phương_tiện giao_thông đang di_chuyển trên đường ||| ở trên đường có một_vài phương_tiện giao_thông đang di_chuyển ||| có một toà nhà_lớn có tường màu trắng ở bên kia đường,có nhiều xe_cộ đang di_chuyển ở trên đường,Y,N,N,miss=nón_lá; AI draft; cần duyệt bằng ảnh,,nón_lá,
84,3732,00000003732.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000003732.jpg,đèn_lồng,trang_trí,có những chiếc đèn_lồng màu xanh lá cây ở không gian phía trên con phố ||| ở phía trên của con phố là những chiếc đèn_lồng xanh lá ||| có những chiếc đèn_lồng xanh lá được trang_trí ở phía trên của con phố ||| có những chùm hoa ở phía trước của căn nhà bên kia đường ||| phía trước căn nhà bên kia đường có hai dây đèn_lồng,ở trên vỉa_hè có sự xuất_hiện của những chiếc đèn_lồng,N,N,REVIEW,recover=đèn_lồng; generic_cues=2; possible_hallucination=vỉa_hè; AI draft; cần duyệt bằng ảnh,đèn_lồng,,vỉa_hè
85,3738,00000003738.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000003738.jpg,xuồng,phương_tiện,có những chiếc xuồng chở người đang di_chuyển ở trên mặt_nước ||| có những chiếc xuồng đang di_chuyển ở trên sông ||| ở trên sông có những con thuyền đang di_chuyển ||| có nhiều người đang di_chuyển bằng thuyền ở trên mặt_nước ||| có nhiều người đang di_chuyển trên sông bằng xuồng,có một_vài người đang di_chuyển ở trên mặt_nước,Y,N,N,miss=xuồng; AI draft; cần duyệt bằng ảnh,,xuồng,
86,5509,00000005509.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000005509.jpg,xuồng; áo_dài,phương_tiện; trang_phục,một cặp đôi đang ngồi cạnh nhau ở trên chiếc xuồng ||| một cặp đôi đang âu_yếm bên nhau ở trên chiếc xuồng ||| ở trên chiếc xuồng có sự xuất_hiện của một cặp đôi ||| ở trên chiếc xuồng có một cặp đôi đang nhìn vào mắt nhau ||| cô gái mặc áo_dài và chàng trai mặc sơ_mi trắng đang chuẩn_bị hôn nhau,có một cặp đôi đang ngồi ở trên sông,Y,Y,REVIEW,"miss=xuồng,áo_dài; generic_cues=1; possible_hallucination=sông; AI draft; cần duyệt bằng ảnh",,xuồng; áo_dài,sông
87,10836,00000010836.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000010836.jpg,ghe,phương_tiện,có một nhóm các em học_sinh đang đứng nghe thuyết_trình ||| một người đàn_ông mặc áo sơ_mi đang thuyết_trình ||| một người đàn_ông mặc áo trắng đang nói_chuyện với các em học_sinh ||| có các em học_sinh đứng vây quanh người đàn_ông mặc áo sơ_mi trắng ||| có một bức tượng_hình người ở phía trước mặt nhóm học_sinh,có một nhóm người đang đứng trước một bức tượng,Y,Y,N,miss=ghe; generic_cues=1; AI draft; cần duyệt bằng ảnh,,ghe,
88,1396,00000001396.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001396.jpg,chợ,sinh_hoạt,có nhiều mặt_hàng được bày ra ở trên bàn ||| có nhiều loại hàng_hoá được bày_bán trong sạp hàng ||| ở trong quầy hàng có sự xuất_hiện của nhiều loại hàng_hoá ||| có một nhóm người đang đứng trước một quầy hàng ||| có nhiều người xuất_hiện ở bên trong khu hội_chợ,có nhiều người đang xuất_hiện ở trong một khu hội_chợ,N,N,N,recover=chợ; generic_cues=3; AI draft; cần duyệt bằng ảnh,chợ,,
89,1686,00000001686.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000001686.jpg,nón_lá,trang_phục,một cô gái đang di_chuyển bên trong một con hẻm ||| ở giữa hai bức tường màu vàng có một cô gái đang di_chuyển ||| có một cô gái đội mũ rộng vành đang đi trong con ngõ ||| trong con hẻm có một cô gái đội nón rộng vành ||| có một cô gái mặc váy đang di_chuyển giữa hai bức tường màu vàng,cô gái đang đi bộ ở trong con hẻm,Y,N,N,miss=nón_lá; AI draft; cần duyệt bằng ảnh,,nón_lá,
90,4137,00000004137.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000004137.jpg,xuồng,phương_tiện,có một người đang ngồi ở trên chiếc xuồng trên sông ||| có một cánh đồng ở phía bên kia của bờ sông ||| ở bên kia bờ sông có sự xuất_hiện của một cánh đồng ||| có một cánh đồng hoa phía bên kia của con sông ||| có một người đàn_ông đang ở gần con thuyền,có hai người đang ngồi trên một chiếc xuồng,N,N,N,recover=xuồng; generic_cues=1; AI draft; cần duyệt bằng ảnh,xuồng,,
91,5969,00000005969.jpg,/home/henry/Documents/KLTN/data/public-test-images/00000005969.jpg,áo_dài,trang_phục,có một người đang cúi lạy ở trên một cái chiếu ||| có một nhóm người mặc áo_dài đen đang đứng ở hai bên chiếu ||| những người mặc áo_dài đen đang xếp thành hai hàng ||| ở trên chiếu có sự xuất_hiện của một người đang cúi lạy ||| có một người đàn_ông đang quỳ lạy ở trên chiếc chiếu,có nhiều người đang đứng ở trong một khu di_tích,Y,Y,REVIEW,miss=áo_dài; generic_cues=2; possible_hallucination=khu di_tích; AI draft; cần duyệt bằng ảnh,,áo_dài,khu di_tích
