image_id,image_filename,reviewed,needs_review,caption_quality,specificity,cultural_entity_missed,template_bias,object_hallucination,wrong_object_or_action,language_issue,expected_cultural_terms,predicted_cultural_terms,explanation,updated_at
790,00000000790.jpg,True,False,wrong,unsure,False,False,True,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết trẻ, đứa, lan_can, nhóm và diều; lệch sang các chi tiết sông.",2026-06-06T20:51:10+00:00
814,00000000814.jpg,True,False,partial,specific,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như rau, quầy, củ và quả; bỏ sót/giảm nhẹ các chi tiết tay, bó, hàng, chụp và siêu_thị.",2026-06-06T20:51:35+00:00
832,00000000832.jpg,True,False,partial,specific,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như mặc, áo và đen; bỏ sót/giảm nhẹ các chi tiết quầy, hàng, ăn_uống, mỉm và cười; lệch sang các chi tiết cầm, tay và bàn.",2026-06-06T20:51:46+00:00
834,00000000834.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như xe, đẩy và siêu_thị; bỏ sót/giảm nhẹ các chi tiết hai, quầy, hàng, trò_chuyện và nhau.",2026-06-06T20:51:57+00:00
843,00000000843.jpg,True,False,partial,specific,True,False,True,False,False,khu_phố_cổ,,"Prediction lệch trọng tâm khi mô tả người đàn ông mặc áo trắng trên đường, trong khi trong ảnh có tòa nhà, ban công, đèn và bối cảnh `khu_phố_cổ`.",2026-06-06T19:30:10+00:00
848,00000000848.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như đường, xe_máy và di_chuyển; bỏ sót/giảm nhẹ các chi tiết hai, xe_đạp, chụp và dựng; lệch sang các chi tiết một_vài.",2026-06-06T20:52:04+00:00
854,00000000854.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như đường, một_vài và di_chuyển; bỏ sót/giảm nhẹ các chi tiết xe_cộ, nhóm, lưu_thông, toà và nhà;",2026-06-06T20:52:17+00:00
876,00000000876.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hàng và quầy; bỏ sót/giảm nhẹ các chi tiết sạp, mặc, áo, đen và ví;",2026-06-06T20:52:34+00:00
893,00000000893.jpg,True,False,correct,specific,False,False,False,False,False,,,,2026-06-06T19:29:31+00:00
908,00000000908.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như cửa_hàng, đồ, trang_trí và mặt_hàng; bỏ sót/giảm nhẹ các chi tiết bán, treo, nhìn và ngoài;",2026-06-06T20:52:49+00:00
920,00000000920.jpg,True,False,correct,specific,False,False,False,False,False,chợ,chợ,,2026-06-06T19:30:31+00:00
926,00000000926.jpg,True,False,correct,specific,False,False,False,False,False,chợ,chợ,,2026-06-06T19:30:44+00:00
933,00000000933.jpg,True,False,correct,specific,False,False,False,False,False,đèn_lồng,đèn_lồng,,2026-06-06T19:31:10+00:00
939,00000000939.jpg,True,False,correct,specific,False,False,False,False,False,khu_di_tích,khu_di_tích,,2026-06-06T19:31:41+00:00
952,00000000952.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như quầy và hàng; bỏ sót/giảm nhẹ các chi tiết một_vài, gian_hàng, mặc, áo và cam.",2026-06-06T20:53:00+00:00
978,00000000978.jpg,True,False,wrong,unsure,False,False,False,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết mặc, áo, trái_cây, xanh và cầm; lệch sang các chi tiết quầy, hàng, rau, củ và quả.",2026-06-06T20:53:20+00:00
992,00000000992.jpg,True,False,partial,generic,False,True,False,False,False,,,"ViG mô tả đúng một số chi tiết như tượng; bỏ sót/giảm nhẹ các chi tiết khủng_long, bảo_tàng, mô_hình, cửa và trưng_bày; lệch sang các chi tiết toà và nhà.",2026-06-06T20:53:31+00:00
1004,00000001004.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như tấm và bia; bỏ sót/giảm nhẹ các chi tiết hang_động, cửa, đá, hang và đặt.",2026-06-06T20:53:37+00:00
1029,00000001029.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như mô_hình và xe_tăng; bỏ sót/giảm nhẹ các chi tiết căn, phòng và trưng_bày.",2026-06-06T20:53:43+00:00
1052,00000001052.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như căn; bỏ sót/giảm nhẹ các chi tiết cửa_sổ, bà, lão, ghế và gỗ; lệch sang các chi tiết nhà.",2026-06-06T20:54:06+00:00
1055,00000001055.jpg,True,False,wrong,specific,False,False,False,False,True,,,"ViG mô tả đúng một số chi tiết như hàng; bỏ sót/giảm nhẹ các chi tiết cậu, bé, sữa, đeo và kính; lệch sang các chi tiết kệ.",2026-06-06T20:54:14+00:00
1096,00000001096.jpg,True,False,correct,specific,False,False,False,False,False,nón_lá,nón_lá,,2026-06-06T19:31:54+00:00
1100,00000001100.jpg,True,False,wrong,generic,False,True,False,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết nam, thanh_niên, sạp, hàng và đường; lệch sang các chi tiết dắt, theo và xe_máy.",2026-06-06T20:54:22+00:00
1106,00000001106.jpg,True,False,correct,specific,False,False,False,False,False,đèn_lồng,đèn_lồng,,2026-06-06T19:33:12+00:00
1109,00000001109.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như đôi, nhau, phố và cặp; bỏ sót/giảm nhẹ các chi tiết bạn, trẻ, căn, nhà và tạo_dáng;",2026-06-06T20:54:33+00:00
1117,00000001117.jpg,True,False,partial,specific,False,False,False,False,True,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết lối, di_chuyển, cây_xanh và hai; lệch sang các chi tiết bộ và đường.",2026-06-06T20:54:50+00:00
1132,00000001132.jpg,True,False,wrong,unsure,False,True,True,True,False,,đèn_lồng,"ViG mô tả đúng một số chi tiết như cầm và tay; bỏ sót/giảm nhẹ các chi tiết bánh_mì, vàng, bàn_tay, lấy và đeo; sinh thêm cultural term đèn_lồng không phù hợp với ảnh; lệch sang các chi tiết đèn_lồng.",2026-06-06T20:55:10+00:00
1167,00000001167.jpg,True,False,wrong,specific,True,False,False,False,False,khu_di_tích,chợ,"Prediction lệch bối cảnh từ `khu_di_tích` trong ảnh sang `chợ`; bỏ sót cổng di tích, xe đạp và người di chuyển. Cần review ảnh để xác định `chợ` là chi tiết đúng thêm hay cultural hallucination.",2026-06-06T19:36:33+00:00
1184,00000001184.jpg,True,False,wrong,unsure,False,True,True,True,False,,áo_dài,"ViG mô tả đúng một số chi tiết như mặc; bỏ sót/giảm nhẹ các chi tiết ban_công, váy, trắng, chụp và toà; sinh thêm cultural term áo_dài không phù hợp với ảnh; lệch sang các chi tiết áo_dài và đường.",2026-06-06T20:55:24+00:00
1185,00000001185.jpg,True,False,correct,specific,False,False,False,False,False,nón_lá,nón_lá,,2026-06-06T19:36:46+00:00
1191,00000001191.jpg,True,False,partial,specific,True,False,False,False,False,chợ,,"Prediction đúng rau củ quả và hoạt động bày bán, nhưng bỏ sót bối cảnh `chợ`/sạp hàng trong ảnh, khiến mô tả còn chung chung.",2026-06-06T19:37:35+00:00
1219,00000001219.jpg,True,False,correct,specific,False,False,False,False,False,khu_di_tích,khu_di_tích,,2026-06-06T19:37:46+00:00
1274,00000001274.jpg,True,False,wrong,specific,False,False,True,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết núi, đám, mây, dãy và trắng; lệch sang các chi tiết bãi và cỏ.",2026-06-06T20:55:34+00:00
1279,00000001279.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như thịt, quầy và hàng; bỏ sót/giảm nhẹ các chi tiết đeo, miếng, tạp_dề, hoa và bán;",2026-06-06T20:55:51+00:00
1287,00000001287.jpeg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như thanh_toán và siêu_thị; bỏ sót/giảm nhẹ các chi tiết quầy, mặc, áo, xanh và tính;",2026-06-06T20:56:00+00:00
1291,00000001291.jpg,True,False,partial,generic,True,True,False,False,False,cờ,,"Prediction chỉ mô tả một người đàn ông trên vỉa hè, nhưng bỏ sót các chi tiết quan trọng trong ảnh như dắt em bé, nhà và marker `cờ`.",2026-06-06T19:38:39+00:00
1299,00000001299.jpg,True,False,wrong,unsure,False,True,True,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết hai, lặn, rặng, san_hô và thợ; lệch sang các chi tiết sân.",2026-06-06T20:56:14+00:00
1302,00000001302.jpg,True,False,partial,generic,True,True,False,False,False,nón_lá,,"Prediction đúng chủ thể và bối cảnh gần sông, nhưng còn chung chung và bỏ sót các chi tiết trong ảnh như lan can cầu, đặc biệt là marker văn hóa `nón_lá`.",2026-06-06T19:39:36+00:00
1308,00000001308.jpg,True,False,wrong,generic,False,True,True,True,False,,,"ViG mô tả đúng một số chi tiết như cửa_hàng; bỏ sót/giảm nhẹ các chi tiết tấm, bảng_hiệu, đen, nền và dòng; lệch sang các chi tiết một_vài, xe_máy và dựng.",2026-06-06T20:56:29+00:00
1335,00000001335.jpg,True,False,correct,specific,False,False,False,False,False,xích_lô,xích_lô,"Prediction đã nhắc đúng marker văn hóa `xích_lô`, nhưng còn khái quát và bỏ sót các chi tiết như đoàn xe nối đuôi nhau trên phố và `mặt_nạ` treo trong reference.",2026-06-06T19:39:21+00:00
1339,00000001339.jpg,True,False,partial,specific,True,False,False,False,False,cờ,,"Prediction mô tả chung chung là hàng hoá trên kệ, nhưng bỏ sót các chi tiết quan trọng trong ảnh như hai quầy hàng và marker văn hóa `cờ`.",2026-06-06T19:41:26+00:00
1358,00000001358.jpg,True,False,wrong,unsure,False,True,False,True,False,,,"ViG mô tả đúng một số chi tiết như vỉa_hè; bỏ sót/giảm nhẹ các chi tiết hai, xe_máy, nhóm, dựng và lề_đường; lệch sang các chi tiết cặp, đôi, nắm, tay và nhau.",2026-06-06T20:56:39+00:00
1359,00000001359.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hàng và nhóm; bỏ sót/giảm nhẹ các chi tiết đeo, kính, cầm, tay và chai; lệch sang các chi tiết kệ.",2026-06-06T20:56:44+00:00
1364,00000001364.jpg,True,False,partial,generic,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như cửa_hàng, mặt_hàng và bày_bán; bỏ sót/giảm nhẹ các chi tiết giày_dép, túi, một_vài, bán và mua; lệch sang các chi tiết đồ và trang_trí.",2026-06-06T20:57:02+00:00
1370,00000001370.jpg,True,False,wrong,unsure,False,True,True,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết bậc, thang, toà, nhà và nam; lệch sang các chi tiết tạo_dáng, chụp và tập_thể.",2026-06-06T20:57:15+00:00
1373,00000001373.jpg,True,False,correct,specific,False,False,False,False,False,chợ,chợ,,2026-06-06T19:40:01+00:00
1384,00000001384.jpg,True,False,correct,generic,True,True,False,False,False,xuồng;ghe;thuyền,thuyền,,2026-06-06T20:34:11+00:00
1389,00000001389.jpg,True,False,wrong,generic,False,True,True,True,False,,,"ViG mô tả đúng một số chi tiết như cầm; bỏ sót/giảm nhẹ các chi tiết mặc, áo, cam, tường và hồng; lệch sang các chi tiết micro.",2026-06-06T20:57:28+00:00
1396,00000001396.jpg,True,False,correct,specific,False,False,False,False,False,chợ,chợ,,2026-06-06T19:42:06+00:00
1416,00000001416.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như siêu_thị; bỏ sót/giảm nhẹ các chi tiết hàng, mặc, áo, đen và mua.",2026-06-06T20:57:32+00:00
1432,00000001432.jpg,True,False,wrong,unsure,False,True,True,False,False,,,"ViG mô tả đúng một số chi tiết như tranh; bỏ sót/giảm nhẹ các chi tiết bảng_màu, hai, góc, phố và cây_bút; lệch sang các chi tiết treo và tường.",2026-06-06T20:57:45+00:00
1434,00000001434.jpg,True,False,partial,generic,True,True,False,False,False,ghe,,"Prediction đúng nhóm người, hành động di chuyển và bối cảnh sông nước, nhưng còn chung chung vì bỏ sót phương tiện cụ thể `ghe` và bối cảnh khu rừng trong ảnh.",2026-06-06T19:42:40+00:00
1448,00000001448.jpg,True,False,wrong,specific,False,False,True,True,True,,,"ViG mô tả đúng một số chi tiết như tay; bỏ sót/giảm nhẹ các chi tiết túi, cầm, nhóm, đều và giày;",2026-06-06T20:58:05+00:00
1464,00000001464.jpg,True,False,partial,generic,False,True,False,False,False,,,"ViG mô tả đúng một số chi tiết như siêu_thị; bỏ sót/giảm nhẹ các chi tiết nhóm, công_an, kiểm_tra, hàng_hoá và quầy",2026-06-06T20:58:18+00:00
1471,00000001471.jpg,True,False,wrong,specific,False,False,True,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết dắt, xe_đạp, cây, cầu và gỗ; lệch sang các chi tiết mặc, áo, trắng và đường.",2026-06-06T20:58:27+00:00
1481,00000001481.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như tranh, trưng_bày và tường; bỏ sót/giảm nhẹ các chi tiết căn, phòng, treo, hiện_vật và bố_trí.",2026-06-06T20:59:20+00:00
1487,00000001487.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như cây và cầu; bỏ sót/giảm nhẹ các chi tiết mặc, đồ, đen, tạo_dáng và chụp.",2026-06-06T20:59:25+00:00
1557,00000001557.jpg,True,False,wrong,specific,False,False,False,True,False,,,"ViG mô tả đúng một số chi tiết như nhà và ngôi; bỏ sót/giảm nhẹ các chi tiết cõng, cặp, đôi, nhau và tường.",2026-06-06T20:59:33+00:00
1573,00000001573.jpg,True,False,wrong,specific,False,False,False,True,False,,,"ViG mô tả đúng một số chi tiết như đường và di_chuyển; bỏ sót/giảm nhẹ các chi tiết mặc, ô_tô, nhóm, đồ và bảo_hộ; lệch sang các chi tiết một_vài và xe_máy.",2026-06-06T20:59:43+00:00
1611,00000001611.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như xe_máy, vỉa_hè và dựng; bỏ sót/giảm nhẹ các chi tiết nhà, đỗ, ngôi, phố và căn;",2026-06-06T21:00:00+00:00
1623,00000001623.jpg,True,False,wrong,generic,False,False,False,True,False,,,"ViG mô tả đúng một số chi tiết như tay; bỏ sót/giảm nhẹ các chi tiết hai, đào, cây, chậu và chạm; lệch sang các chi tiết mặc, áo và đen.",2026-06-06T21:00:10+00:00
1625,00000001625.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hàng; bỏ sót/giảm nhẹ các chi tiết rổ, xanh, lá, cây và loại;",2026-06-06T21:00:25+00:00
1674,00000001674.jpg,True,False,partial,specific,True,False,False,False,False,nón_lá,,"Prediction đúng bối cảnh đường phố và phương tiện đang di chuyển, nhưng còn chung chung khi chỉ mô tả “xe_cộ” và bỏ sót marker văn hóa `nón_lá` trong ảnh.",2026-06-06T19:44:06+00:00
1682,00000001682.jpg,True,False,correct,specific,False,False,False,False,False,khu_di_tích,khu_di_tích,,2026-06-06T19:43:41+00:00
1686,00000001686.jpg,True,False,correct,specific,False,False,False,False,False,,,,2026-06-06T19:44:56+00:00
1697,00000001697.jpg,True,False,correct,specific,False,False,False,False,False,chợ,chợ,,2026-06-06T19:45:06+00:00
1719,00000001719.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như kệ, hàng và mặt_hàng; bỏ sót/giảm nhẹ các chi tiết nồi, ấm, đun, đồ_dùng và bếp;",2026-06-06T21:00:37+00:00
1724,00000001724.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hàng, xe, đẩy và siêu_thị; bỏ sót/giảm nhẹ các chi tiết xanh, mặc, áo, tay và gói; lệch sang các chi tiết kệ.",2026-06-06T21:00:51+00:00
1776,00000001776.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hàng, kệ, rau và củ; bỏ sót/giảm nhẹ các chi tiết khay, dưa_chuột, trưng_bày, quầy và siêu_thị;",2026-06-06T21:00:59+00:00
1806,00000001806.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như quần_áo, cửa_hàng, mặt_hàng và bày_bán; bỏ sót/giảm nhẹ các chi tiết nhóm, mua, quầy và hàng.",2026-06-06T21:01:11+00:00
1812,00000001812.jpg,True,False,partial,generic,False,True,False,False,False,khu_di_tích,khu_di_tích,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết đá, nhóm, tấm, bia và ghế; sinh thêm cultural term khu_di_tích không phù hợp với ảnh; lệch sang các chi tiết khu và di_tích.",2026-06-06T21:01:42+00:00
1824,00000001824.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như vỉa_hè; bỏ sót/giảm nhẹ các chi tiết ông, cây_cổ_thụ, khu_vực, theo và nhóm;",2026-06-06T21:01:53+00:00
1838,00000001838.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như mặt_hàng, cửa_hàng và bày_bán; bỏ sót/giảm nhẹ các chi tiết quầy, hàng, loại, hàng_hoá và nhóm.",2026-06-06T21:01:59+00:00
1844,00000001844.jpg,True,False,wrong,generic,False,True,True,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết tủ, gỗ, xe_máy, lưng và chạm; lệch sang các chi tiết micro.",2026-06-06T21:02:11+00:00
1847,00000001847.jpg,True,False,partial,generic,True,True,False,False,False,xuồng;nón_lá,xuồng,"Prediction đúng phương tiện xuồng và bối cảnh mặt nước, nhưng còn khái quát và bỏ sót các chi tiết trong ảnh như dòng sông, bụi cây xanh hai bên và marker văn hóa nón_lá.",2026-06-06T20:34:28+00:00
1856,00000001856.jpg,True,False,partial,generic,True,True,False,False,False,nón_lá,,"ViG mô tả đúng một số chi tiết như đạp và xe; bỏ sót cultural term nón_lá; bỏ sót/giảm nhẹ các chi tiết cây, cầu, cánh, đồng và lúa; lệch sang các chi tiết đường.",2026-06-06T19:54:20+00:00
1859,00000001859.jpg,True,False,partial,generic,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như xe_máy và đỗ; bỏ sót/giảm nhẹ các chi tiết tường, hẻm, tranh, vẽ và ngôi; lệch sang các chi tiết vỉa_hè.",2026-06-06T21:02:24+00:00
1867,00000001867.jpg,True,False,correct,specific,False,False,False,False,False,chợ,chợ,"ViG mô tả đúng cultural term chợ; bỏ sót/giảm nhẹ các chi tiết di_chuyển, chọn, ngô, đường và sạp.",2026-06-06T19:54:38+00:00
1874,00000001874.jpg,True,False,wrong,specific,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như đường và mặc; bỏ sót/giảm nhẹ các chi tiết hàng_rào, tạo_dáng, một_vài, cầm và chùm; lệch sang các chi tiết đồ và đỏ.",2026-06-06T21:02:32+00:00
1877,00000001877.jpg,True,False,partial,generic,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như đường và một_vài; bỏ sót/giảm nhẹ các chi tiết cây, hoa_màu, trắng, vỉa_hè và xe_buýt; lệch sang các chi tiết xe_máy và di_chuyển.",2026-06-06T21:02:43+00:00
1882,00000001882.jpg,True,False,wrong,unsure,False,True,False,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết bé, đứa, mặc, áo và cam; lệch sang các chi tiết bộ và vỉa_hè.",2026-06-06T21:02:53+00:00
1888,00000001888.jpg,True,False,wrong,generic,True,True,False,False,False,xuồng;nón_lá,,"ViG mô tả đúng một số chi tiết như di_chuyển và mặt_nước; bỏ sót cultural term nón_lá và xuồng; bỏ sót/giảm nhẹ các chi tiết xuồng, viền, xanh, nhóm và dòng; lệch sang các chi tiết một_vài.",2026-06-06T19:55:14+00:00
1889,00000001889.jpg,True,False,wrong,generic,False,False,False,True,False,,,"ViG mô tả đúng một số chi tiết như bàn; bỏ sót/giảm nhẹ các chi tiết ăn, nhóm, cùng, nhau và bát; lệch sang các chi tiết một_vài.",2026-06-06T21:03:05+00:00
1891,00000001891.jpg,True,False,partial,specific,False,False,False,False,True,nón_lá,nón_lá,"ViG mô tả đúng cultural term nón_lá; bỏ sót/giảm nhẹ các chi tiết hai, lúa, đồng, gặt và cánh.",2026-06-06T19:55:38+00:00
1898,00000001898.jpg,True,False,partial,specific,True,False,False,False,False,đèn_lồng;chợ,chợ,"ViG mô tả đúng cultural term chợ; bỏ sót cultural term đèn_lồng; bỏ sót/giảm nhẹ các chi tiết buổi, tối, đèn_lồng, treo và không.",2026-06-06T19:55:48+00:00
1899,00000001899.jpg,True,False,correct,specific,False,False,False,False,False,toà_thành_cổ;thành_cổ,toà_thành_cổ;thành_cổ,"ViG mô tả đúng cultural term toà_thành_cổ và thành_cổ; bỏ sót/giảm nhẹ các chi tiết hồ, gần, nước và khu_vực.",2026-06-06T19:56:03+00:00
1919,00000001919.jpg,True,False,wrong,generic,False,False,False,True,True,,,"ViG mô tả đúng một số chi tiết như nhóm; bỏ sót/giảm nhẹ các chi tiết lối, tượng, hai, di_chuyển và theo.",2026-06-06T21:03:15+00:00
1932,00000001932.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như biển; bỏ sót/giảm nhẹ các chi tiết tấm, ván, tạo_dáng, lướt_ván và lướt_sóng.",2026-06-06T21:03:22+00:00
1935,00000001935.jpg,True,False,wrong,specific,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như áo, xe và đẩy; bỏ sót/giảm nhẹ các chi tiết đỏ, hút, bụi, mặt và quầy; lệch sang các chi tiết mặc, đen và siêu_thị.",2026-06-06T21:03:33+00:00
1938,00000001938.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như bàn; bỏ sót/giảm nhẹ các chi tiết bát, thức_ăn, tấm, kính và ăn_ở.",2026-06-06T21:03:48+00:00
1953,00000001953.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết đường, xe_máy, hàng, hai và đỗ; lệch sang các chi tiết vỉa_hè.",2026-06-06T21:04:03+00:00
1966,00000001966.jpg,True,False,partial,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như quầy và hàng; bỏ sót/giảm nhẹ các chi tiết tấm, biển, bán, đầu và quảng_cáo; lệch sang các chi tiết một_vài.",2026-06-06T21:04:15+00:00
1972,00000001972.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như bộ, bàn_ghế, căn và gỗ; bỏ sót/giảm nhẹ các chi tiết nhà, ăn, cơm, gần và cầu_thang;",2026-06-06T21:04:28+00:00
1982,00000001982.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như hiện_vật và trưng_bày; bỏ sót/giảm nhẹ các chi tiết tủ, kính, tường và treo;",2026-06-06T21:04:41+00:00
1996,00000001996.jpg,True,False,partial,generic,True,True,False,False,False,xuồng;chợ;thuyền,thuyền,"ViG mô tả đúng một số chi tiết như thuyền và một_vài; bỏ sót cultural term chợ và xuồng; bỏ sót/giảm nhẹ các chi tiết chở, chợ_nổi, hoa_quả, hàng_hoá và xuồng.",2026-06-06T20:34:54+00:00
1998,00000001998.jpg,True,False,wrong,specific,False,False,True,True,False,nón_lá,nón_lá,"ViG mô tả đúng cultural term nón_lá nhưng lại mô tả hành động sai là ""di_chuyển"" trên đường.",2026-06-06T19:56:53+00:00
2006,00000002006.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như xe_máy; bỏ sót/giảm nhẹ các chi tiết quán, ăn, xếp_hàng, đám và đông;",2026-06-06T21:04:51+00:00
2007,00000002007.jpg,True,False,partial,generic,False,False,False,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết quán, ăn, nhóm, xếp_hàng và thành;",2026-06-06T21:05:07+00:00
2013,00000002013.jpg,True,False,wrong,generic,False,True,False,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết nhà, ngôi, chụp, trái và cao_tầng; lệch sang các chi tiết một_vài.",2026-06-06T21:05:22+00:00
2026,00000002026.jpg,True,False,partial,specific,False,False,True,False,False,,,"ViG mô tả đúng một số chi tiết như đồ, trang_trí, bày_bán và đường; bỏ sót/giảm nhẹ các chi tiết hàng, món, trung_thu, sạp và dịp; lệch sang các chi tiết mặt_hàng và hai.",2026-06-06T21:05:39+00:00
2033,00000002033.jpg,True,False,wrong,generic,False,True,False,True,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết mặc, váy, cưới, nam và thanh_niên; lệch sang các chi tiết cặp, đôi, di_chuyển và đường.",2026-06-06T21:05:49+00:00
2037,00000002037.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như đồ, trang_trí, cửa_hàng và mặt_hàng;",2026-06-06T21:06:12+00:00
2051,00000002051.jpg,True,False,partial,generic,False,False,False,True,False,,,ViG chưa khớp rõ với các chi tiết chính trong ảnh;,2026-06-06T21:06:33+00:00
2053,00000002053.jpg,True,False,partial,generic,False,False,True,False,False,,,"ViG chưa khớp rõ với các chi tiết chính trong ảnh; bỏ sót/giảm nhẹ các chi tiết vác, túi, hồng, góc và phố",2026-06-06T21:07:03+00:00
2055,00000002055.jpg,True,False,partial,specific,False,False,False,True,False,,,"ViG mô tả đúng một số chi tiết như siêu_thị, đẩy và xe; bỏ sót/giảm nhẹ các chi tiết cặp, đôi, nhau, cùng và mặc.",2026-06-06T21:07:19+00:00
2057,00000002057.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như kệ và hàng; bỏ sót/giảm nhẹ các chi tiết sắp_xếp, hàng_hoá, để, một_vài và ngồi_xổm.",2026-06-06T21:07:26+00:00
2058,00000002058.jpg,True,False,wrong,unsure,False,False,True,True,False,,,"ViG mô tả đúng một số chi tiết như đỏ; bỏ sót/giảm nhẹ các chi tiết tấm, biển, hai, quảng_cáo và mặt; lệch sang các chi tiết mặc, áo và túi.",2026-06-06T21:07:35+00:00
2060,00000002060.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như rau và hàng; bỏ sót/giảm nhẹ các chi tiết tay, bó, mặc, áo và vàng;",2026-06-06T21:07:45+00:00
2079,00000002079.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như quầy, hàng, rau và củ; bỏ sót/giảm nhẹ các chi tiết siêu_thị, chụp, loại và hoa_quả.",2026-06-06T21:08:07+00:00
2086,00000002086.jpg,True,False,correct,specific,False,False,False,False,False,,,"ViG mô tả đúng một số chi tiết như nhóm và đường; bỏ sót/giảm nhẹ các chi tiết xe_điện, cuối, hàng, ghế và sau_cùng.",2026-06-06T21:08:18+00:00
